mid,smiles,ref_smiles,IsValid,QED,SAs,GSK3,IsNovel,IsSuccess
2075,Cc1nccc(-c2c(-c3ccc(F)cc3)n[nH]c2N)n1,0,True,0.75,2.45,0.5,True,False
2076,NCC1CCc2nc(Nc3cccc(Cl)c3)ncc21,0,True,0.9,2.93,0.55,True,True
2077,NCCn1cc(C2=C(c3coc4cc(F)ccc34)C(=O)NC2=O)c2cc(F)ccc21,0,True,0.51,2.79,0.89,True,False
2078,Nc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C3(O)CCC3)s2)c1,0,True,0.56,2.93,0.63,True,False
2079,CC(C)(C)C(C=C1C(=O)Nc2ccc(F)cc21)c1ccc(Br)c(F)c1,0,True,0.62,3.29,0.47333333,True,False
2080,COc1cc(Nc2ncc3c(n2)C2=C(CC(=O)CC2)C=C(C)N=C3)ccc1-n1cnc(C)c1,0,True,0.64,3.48,0.51,True,True
2081,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,0,True,0.57,2.94,0.51,True,False
2082,CNc1ccc(-c2ccnc(Nc3ccc(OCC4=CCN(C)C=C4)cc3)n2)cc1,0,True,0.6,2.68,0.74,True,False
2083,CCCCn1c(=O)ccc2cnc(Nc3ccc(N4CCCCC4)cc3)nc21,0,True,0.69,2.28,0.7,True,True
2084,CCN(CC)CC1CCC(Nc2nccc(-c3c[nH]c4c(C#N)cccc34)n2)CC1,0,True,0.59,2.77,0.69,True,False
2085,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,0,True,0.63,2.65,0.82,False,True
2086,O=C1NC(=O)C(c2c(Cl)[nH]c3c(F)cccc23)=C1c1c[nH]c2ccccc12,0,True,0.46,2.73,0.77,True,False
2087,CC(=O)Oc1cccc(Nc2nccc(NCc3ccc(C)cc3)n2)c1,0,True,0.52,2.09,0.58,True,False
2088,COc1ccc(Nc2ncc3c(n2)N(C)C(CNc2ccccc2)CO3)cc1,0,True,0.68,2.93,0.55,True,True
2089,N#Cc1cc(-c2c[nH]c3ncccc23)ccn1,0,True,0.68,2.45,0.88,True,True
2090,C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)c1,0,True,0.55,2.18,0.72,False,False
2091,COCC1CCCN(Cc2ccc(F)cc2F)C1c1cnc(Nc2ccccc2)[nH]c1=O,0,True,0.57,3.4,0.26,True,False
2092,O=C(O)c1cccc(-c2c[nH]c3ncc(-c4ccoc4)cc23)c1,0,True,0.59,2.41,0.68,True,False
2093,Cc1[nH]c(C=C2C(=O)Nc3ccc(C(=O)O)cc32)c(C)c1CCC(=O)N1CCN(C)CC1,0,True,0.62,2.66,0.67,True,True
2094,COc1cc(C)nc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1,0,True,0.74,2.57,0.89,True,True
2095,COc1ccc(F)cc1C(=O)c1c[nH]c2ncc(-c3cccc(N)c3)cc12,0,True,0.42,2.32,0.54,True,False
2096,Nc1nccc(Nc2cccc(F)c2)n1,0,True,0.78,2.02,0.38,True,False
2097,CC(=O)N1CCC(Nc2nccc(C3=CN4C=C(c5ccncc5)C=C4C=N3)n2)CC1,0,True,0.55,2.83,0.58,True,False
2098,CC(C)C(C)S(=O)(=O)N1CCN(c2ncnc3[nH]ccc23)CC12CC2,0,True,0.9,4.11,0.61,True,False
2099,Cn1c(N2CCOC(c3ccc(-c4cccnc4)cc3)C2)nc(-c2ccncc2)cc1=O,0,True,0.5,2.97,0.61,True,False
2100,CC(C)c1cccc(Nc2nc(NC3CCCC3)cnc2C(N)=O)c1,0,True,0.74,2.41,0.44,True,False
2101,COc1ccc(-c2nn(C3CCN(C)CC3)cc2-c2ccnc3[nH]ccc23)cc1,0,True,0.56,2.6,0.51,True,False
2102,CC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC(F)F)nc2N1C1CCCC1,0,True,0.54,3.4,0.62,True,False
2103,CCc1ccc(Nc2nccc(C(=O)Nc3ccc(OC)cc3OC)n2)cc1,0,True,0.65,2.03,0.45,True,False
2104,CNc1nc(Nc2ccc(C(=O)N(C)C)cc2)ncc1Cl,0,True,0.91,2.15,0.78,True,True
2105,COc1cc(C=C2SC(=Nc3cccc(C)c3C)NC2=O)cc(Cl)c1O,0,True,0.76,2.92,0.39,True,False
2106,COc1ccc(Nc2nccc(C(=O)Nc3ccc(F)c(Cl)c3)n2)cc1OC,0,True,0.64,2.09,0.54,True,True
2107,Oc1cccc2c1CCC1CN(c3ncnc4[nH]ccc34)CC21,0,True,0.73,3.43,0.63,True,True
2108,Nc1ncnc2c1c(-c1ccc(Cl)cc1)cn2C1CC(CN2CCCC2)C1,0,True,0.73,2.51,0.69,True,True
2109,C=CC(=O)Nc1cccc(Nc2ncc(C(F)(F)F)c(NC3CC3)n2)c1,0,True,0.68,2.48,0.68,True,True
2110,O=C1CC(Nc2nccc(-c3cccc(Cl)c3)n2)CC(=O)N1,0,True,0.85,2.39,0.66,True,True
2111,CCc1nc(-c2ccc(F)c(NC)c2)c(-c2ccncc2)[nH]1,0,True,0.77,2.44,0.69,True,True
2112,COc1cc(-c2nn(C3CCNCC3)c3ncnc(N)c23)ccc1C,0,True,0.76,2.55,0.73,False,True
2113,CCOc1ccc(C=C2SC(=Nc3ccccc3)NC2=O)cc1,0,True,0.87,2.53,0.41,True,False
2114,CCN(CC)CCOc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccccc3)n2)cc1,0,True,0.42,2.32,0.8,True,False
2115,CC1CCCN1Cc1ccc(-c2ccnc(NC3CC3)n2)cc1,0,True,0.91,2.57,0.66,True,True
2116,Cn1cc(-c2ncnc3[nH]ccc23)cn1,0,True,0.64,2.57,0.56,True,True
2117,Cc1ccc(C)c(Nc2nccc(NCCc3cccc(C)c3)n2)c1,0,True,0.68,2.09,0.41,True,False
2118,Cc1ncc(-c2ccnc(Nc3cccc(S(C)(=O)=O)c3)n2)n1C(C)C,0,True,0.74,2.51,0.94,True,True
2119,C=CC(=O)N1CC(CCn2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1,0,True,0.53,2.8,0.72,False,False
2120,Nc1ncnc2nc(-c3ccnc(C=O)c3)[nH]c12,0,True,0.64,2.82,0.49,True,False
2121,O=C(CC1CCCNC1)Nc1n[nH]c2ccc(Br)cc12,0,True,0.81,2.9,0.56,True,True
2122,Cc1ccc(-c2nn(C(C)(C)C)cc2Nc2ccnc(NNC(=O)C(F)(F)F)n2)cc1,0,True,0.52,2.94,0.4,True,False
2123,CN1CCC(c2ccc3nc(-c4ccnc(NC5CC5)n4)[nH]c3c2)CC1,0,True,0.76,2.53,0.69,True,True
2124,Cc1cc(O)nc2[nH]c(-c3ccccc3)cc12,0,True,0.67,2.34,0.25,True,False
2125,CC(C)n1nc(C(=O)O)cc1Nc1nccc(-c2cccnc2)n1,0,True,0.74,2.6,0.67,True,True
2126,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C3(O)CCC(C(=O)O)C(C)(C)C3)s2)c1,0,True,0.4,3.88,0.56,False,False
2127,Cn1nccc1Nc1nccc(-c2ccc(C(=O)NCC3CCCO3)cc2)n1,0,True,0.68,2.86,0.66,True,True
2128,CC1(C)OC(=C2C(=O)Nc3cc(F)ccc32)C=C1c1ccc(N2CCOCC2)nc1,0,True,0.77,2.83,0.58,True,True
2129,CNc1nccc(-c2ccc(NC(=O)Nc3ccccc3)nc2)n1,0,True,0.69,2.08,0.51,True,True
2130,CC(C)(O)c1nc(-c2cccc(F)c2)c(-c2ccnc(NC3CCCC3)n2)s1,0,True,0.63,2.68,0.58,True,True
2131,O=C(O)c1ccc(Nc2ncc(Br)c(NCC3CC3)n2)cc1,0,True,0.73,2.18,0.65,True,True
2132,Cn1cc(Nc2nccc(-c3ccc(C#N)nc3)n2)cn1,0,True,0.79,2.56,0.78,True,True
2133,CCOc1cc(Nc2nccc(N(CC)CC)n2)cc(OC)c1,0,True,0.8,2.28,0.46,True,False
2134,CCn1c(Nc2c(F)cc(F)cc2F)nc2cnc(NC3CCCCC3)nc21,0,True,0.66,2.68,0.39,True,False
2135,COc1cc(-c2ccc3c(c2)NC(=O)c2ccc(-c4cn(C(C)C)cn4)cc2N3C)ccc1N(C)C,0,True,0.37,2.9,0.44,True,False
2136,CCOc1ccc(Nc2nccc(Nc3ccc(C)c(C)c3)n2)cc1,0,True,0.67,1.99,0.69,True,True
2137,COc1cc(N2CCC(C(=O)NC(C)c3ccc(F)cc3)CC2)ccc1-c1ccnc2[nH]ccc12,0,True,0.39,2.88,0.44,True,False
2138,CNc1cc(-c2ccnc(Nc3ccc(C)c(S(C)(=O)=O)c3)n2)ccn1,0,True,0.71,2.4,0.77,True,True
2139,Cc1ncc(-c2ccnc(NCCCN(C)C)n2)n1C(C)C,0,True,0.8,2.61,0.44,True,False
2140,CC1(C)CC(Nc2ncnc3[nH]ccc23)CCN1,0,True,0.76,3.33,0.56,True,True
2141,CC(C)(C)c1cc(Nc2nccc(C(N)=O)n2)ccn1,0,True,0.89,2.46,0.51,True,True
2142,CC(Nc1nccc(-c2c[nH]c3ncc(C(=O)N(C)C)cc23)n1)c1ccccc1,0,True,0.54,2.91,0.7,True,False
2143,Nc1ccc(C(=O)c2ccccc2Br)cc1Br,0,True,0.65,1.94,0.05,True,False
2144,O=C(c1cc2cc(Nc3nccc(-c4ccc(F)nc4)n3)ccc2[nH]1)N1CCCC1,0,True,0.5,2.5,0.78,True,False
2145,CC(C)c1cccc(C2CCCN(c3nc(-c4ccncc4)cc(=O)n3C)C2)c1,0,True,0.67,2.9,0.71,True,True
2146,COc1ccc(C=C2C(=O)Nc3cc(Cl)c(S(C)(=O)=O)cc32)cc1,0,True,0.85,2.29,0.49,True,False
2147,CC(C)(N)c1c(Cl)cccc1-c1ccc2c(NC(=O)c3ccc(F)cc3)n[nH]c2c1,0,True,0.41,2.49,0.69,True,False
2148,COc1ccc(Nc2nccc(NCc3ccc(Cl)cc3Cl)n2)cc1,0,True,0.62,2.04,0.58,True,True
2149,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3ccc(F)cc3)c2)c(-c2ccnc(NC3CC3)n2)s1,0,True,0.3,2.66,0.62,True,False
2150,O=C(Nc1n[nH]c2cc(-c3ccc(F)cc3)ccc12)C1CC1,0,True,0.77,2.05,0.94,True,True
2151,Cc1cnc(Nc2cnn(CC(=O)N(C)C)c2)nc1-n1c(C)nc2ccccc21,0,True,0.56,2.68,0.42,True,False
2152,COc1cc(C=C2SC(=Nc3cccc(Cl)c3)NC2=O)ccc1OS(=O)(=O)c1ccccc1,0,True,0.38,2.78,0.6,True,False
2153,O=C(Nc1ccc(-c2ccc(Cl)cc2)cc1)c1ccnc(Nc2ccc(F)c(F)c2)n1,0,True,0.4,2.08,0.68,True,False
2154,CN(c1ncnc2[nH]ccc12)C1CCC2(CC1)CN(C(=O)NCC#N)C2,0,True,0.82,3.6,0.54,True,True
2155,C=C(O)c1cnc(Nc2ccccc2)nc1C(F)(F)F,0,True,0.84,2.39,0.71,True,True
2156,Cc1cnc(Nc2ccc(F)cc2)nc1NCCc1cccnc1,0,True,0.72,2.14,0.5,True,False
2157,COc1ccc(-c2ccnc(Nc3ccc(C#N)cc3)n2)cc1C#N,0,True,0.79,2.21,0.72,True,True
2158,CC(CO)Nc1nccc(-c2ccn(C)c(=O)c2)n1,0,True,0.84,2.95,0.56,True,True
2159,Cc1nn(C)c(N)c1-c1nc(-c2cccc(F)c2)nc2c1CCC2,0,True,0.79,2.57,0.07,True,False
2160,CN(c1ncccc1C(=O)N1CCC(F)(F)C1)S(=O)(=O)c1cccc2cccnc12,0,True,0.63,2.74,0.07,True,False
2161,Cc1ccc(Oc2nc(N)c(C(=O)NC(CO)c3ccc(Cl)c(F)c3)s2)cc1,0,True,0.56,2.99,0.13,True,False
2162,Cc1cnc(Nc2cncnc2)nc1C(C#N)C1CCCCCC1,0,True,0.86,3.39,0.45,True,False
2163,CN(c1ncnc2[nH]ccc12)C1CC2CN(C(=O)C3CC3)CC2C1,0,True,0.94,3.65,0.54,False,True
2164,NC(=O)c1n[nH]c2ccc(-c3cncnc3)cc12,0,True,0.7,2.4,0.69,True,True
2165,NC1CCC(c2nc(-c3ccc(F)cc3F)c(-c3ccncc3)[nH]2)CC1,0,True,0.73,2.54,0.62,True,True
2166,CC1CN(c2cc(-c3c[nH]c4ncc(C#N)cc34)ncn2)C(C)CN1,0,True,0.75,3.71,0.56,True,True
2167,Cc1cc(C=C2C(=O)Nc3cc(C(=O)O)ccc32)ccc1Br,0,True,0.8,2.23,0.46,True,False
2168,Cn1cc(Nc2nccc(-c3ccncc3)n2)cn1,0,True,0.77,2.28,0.72,True,True
2169,Cc1cc(C)cc(Nc2nccc(-c3ccc(C=O)c(C(F)(F)F)c3)n2)c1,0,True,0.63,2.45,0.82,True,True
2170,NC(=O)c1cccc(-c2ccc3[nH]ncc3c2)c1F,0,True,0.74,2.21,0.75,True,True
2171,CCc1cc(O)c(F)cc1C(=O)c1c[nH]c2ncccc12,0,True,0.73,2.48,0.38,True,False
2172,CC(C)(C)OC(=O)N1CCCC(Nc2nc(-c3c[nH]c4ncccc34)ncc2F)C1,0,True,0.68,3.1,0.64,True,True
2173,Cc1c(C=C2C(=O)Nc3ccccc32)[nH]c2c1C(=O)CCC2,0,True,0.79,2.59,0.63,True,True
2174,COc1c(C=C2SC(=Nc3ccc(Cl)cc3)NC2=O)cccc1C(C)=O,0,True,0.62,2.83,0.32,True,False
2175,CC(c1ccc2[nH]ccc2c1)N(C)Cc1cc(C2CC2)on1,0,True,0.77,3.11,0.21,True,False
2176,O=C(Nc1nccc(C(F)(F)F)n1)N1CC2CC=CCC2C1,0,True,0.81,3.52,0.2,True,False
2177,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCNC1,0,True,0.57,2.85,0.73,True,False
2178,CCc1cccc(-n2ncc3c(NN=Cc4ccc(CN5CCNCC5)cc4)ncnc32)c1,0,True,0.34,2.58,0.69,True,False
2179,NC(=O)c1cccc(-c2ccc3[nH]nc(-c4ccc(N5CCOCC5)nc4)c3c2)c1,0,True,0.55,2.37,0.56,True,False
2180,Nc1ncc(-c2ccc(F)cc2)nc1C(=O)Nc1ccncc1,0,True,0.78,2.1,0.7,True,True
2181,COc1ccc(C=C2SC(=Nc3cc(C)ccc3C)NC2=O)cc1OC,0,True,0.82,2.68,0.53,True,True
2182,O=C(Nc1ccccc1)Nc1n[nH]c2cc(-c3ccc(C(=O)N4CCCC4)cc3)ccc12,0,True,0.42,2.16,0.64,True,False
2183,N#Cc1cc(-c2ccnc3[nH]c(C4=CCNCC4)cc23)ccc1F,0,True,0.76,2.88,0.59,True,True
2184,N#Cc1cc(-c2ccnc(Nc3ccc(OCCN4CCOCC4)nc3)n2)ccc1F,0,True,0.62,2.55,0.73,True,True
2185,COc1cc(Nc2nccc(Nc3cc(C)cc(C)c3)n2)cc(OC)c1OC,0,True,0.62,2.26,0.69,False,True
2186,Cc1ccc2c(NC(=O)C(C)C)cccc2c1Oc1ncccc1-c1ccnc(NC2CCCN(C(=O)O)C2)n1,0,True,0.26,3.23,0.51,False,False
2187,COc1ccc(Nc2nccc(C(=O)NCc3ccccc3F)n2)cc1Cl,0,True,0.67,2.09,0.52,True,True
2188,Cn1cc(Nc2ncc(F)c(NC3CCCC3C(N)=O)n2)cn1,0,True,0.76,3.41,0.76,True,True
2189,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,0,True,0.8,3.4,0.76,False,True
2190,CN1CCN(c2ccc(Nc3ncc4c(n3)SCN(Cc3ccccc3)C4=O)cc2)CC1,0,True,0.6,2.64,0.54,True,False
2191,CCN(CC)CC1CCCC(n2nc(-c3ccc(Oc4c(F)c(F)cc(F)c4F)cc3F)c3c(N)ncnc32)C1,0,True,0.19,3.81,0.63,True,False
2192,NC(=O)c1cc(-c2ccnc(N)c2)cc(-c2ccncc2)c1,0,True,0.77,2.22,0.35,True,False
2193,Cc1cc(Nc2nc(NC(C)(C)C)ncc2Cl)n[nH]1,0,True,0.81,2.73,0.58,True,True
2194,COc1cc(C=C2C(=O)Nc3ccccc32)cc(I)c1O,0,True,0.61,2.28,0.6,True,True
2195,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c(OC)c1,0,True,0.72,2.32,0.94,True,True
2196,c1ccc(-c2cncc(-c3ccc4c(c3)OCCO4)c2)nc1,0,True,0.72,2.1,0.22,True,False
2197,CN1CCN(c2ccc(Nc3ncc4c(n3)N(C)CN(c3c(F)cccc3F)C4=O)cc2)CC1,0,True,0.63,2.78,0.62,True,True
2198,CCN1C=CC(c2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3s2)=CC1,0,True,0.58,2.98,0.23,True,False
2199,COc1cccc(Nc2nc(NC(C)C)nc(NC3CCC(O)CC3)c2[N+](=O)[O-])c1,0,True,0.38,2.62,0.3,True,False
2200,O=C1NC(=Nc2ccccc2)SC1=Cc1cccc([N+](=O)[O-])c1,0,True,0.53,2.68,0.66,True,False
2201,CN(C)c1cccc(Nc2nccc(-c3ccc(N4CCN(C)CC4)nc3)n2)c1,0,True,0.72,2.34,0.83,True,True
2202,CC1(C)CC(n2cc(-c3c[nH]c4ncccc34)cn2)=CC(C)(C)N1,0,True,0.75,3.28,0.69,True,True
2203,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(C3=CC=C(F)C=CC3)C3CCCCC3)nc21,0,True,0.41,3.79,0.4,True,False
2204,CCOc1cccc(-c2c[nH]c3ncc(Br)cc23)n1,0,True,0.8,2.43,0.47,True,False
2205,CC(=O)C(N)c1ccccc1Cc1c[nH]c2ncccc12,0,True,0.77,2.88,0.45,True,False
2206,CCc1cc(C)ccc1Nc1ccnc(Nc2ccc(C(C)(C)C)cc2)n1,0,True,0.57,2.22,0.63,True,False
2207,COc1cccc(-n2ncc3c(NN=Cc4ccc(Cl)cc4)ncnc32)c1,0,True,0.42,2.3,0.92,True,False
2208,CCNc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1C#N,0,True,0.87,2.31,0.56,True,True
2209,C=C(NC(CO)c1cccc(C)c1)c1c[nH]c2ncnc(N3CCC(O)C3)c12,0,True,0.52,3.61,0.5,True,False
2210,O=C1NC(=O)C(c2c[nH]c3ncccc23)=C1c1cncc(F)c1,0,True,0.7,2.68,0.84,True,True
2211,CC(C)Nc1cc(-c2cc(Nc3ccccc3)ncn2)ccn1,0,True,0.74,2.22,0.39,True,False
2212,CC(=O)Nc1cccc(Nc2nccc(NC3CC3)n2)c1,0,True,0.79,2.09,0.69,False,True
2213,Oc1cccc(Nc2ncc(Br)c(NC3CC3)n2)c1,0,True,0.81,2.28,0.68,True,True
2214,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2ccc(OCC#N)cc2)n1,0,True,0.41,2.36,0.54,True,False
2215,CCNc1nc(Nc2cc(C(C)(C)C)nn2C)ncc1Cl,0,True,0.91,2.68,0.45,True,False
2216,CC1CCN(c2cccc3[nH]cc(-c4cnn(C)c4N)c23)CC1,0,True,0.76,2.62,0.27,True,False
2217,CC(C)(C)CC(=O)N1CCCC(Nc2ncnc3[nH]ccc23)C1,0,True,0.91,3.03,0.5,True,False
2218,N#CCC(C1CCCC1)n1cc(-c2ccnc(Nc3ccc(C(=O)N4CCC(O)C4)cc3)n2)cn1,0,True,0.54,3.52,0.78,False,False
2219,COc1ccc(Nc2nccc(Nc3cccc(Cl)c3C)n2)c(OC)c1,0,True,0.64,2.15,0.55,True,True
2220,CCCC(=O)Nc1cnc(C)c(Nc2nccc(-c3cccnc3)n2)c1,0,True,0.71,2.36,0.68,True,True
2221,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCN(S(=O)(=O)C2CC2)CC1,0,True,0.43,2.64,0.81,True,False
2222,Cc1cc(Nc2ncc3c(n2)-c2cc(CN4CCOCC4)ccc2C(c2ccc(F)cc2)C3)ccn1,0,True,0.42,3.16,0.55,True,False
2223,Cc1ccc(-c2nnc(SCc3ccc(C#N)cc3)o2)cc1C,0,True,0.66,2.13,0.69,True,True
2224,CC1(C(=O)NC2CCNCC2)COC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NCCO)n3)[nH]2)OC1,0,True,0.3,3.18,0.57,True,False
2225,CC(=O)NCC(C)NC(=O)c1cccc(-c2cnc(Nc3ccc(F)cc3)nc2N2CCC3(CC2)OCCO3)c1,0,True,0.39,3.71,0.42,True,False
2226,C=CCn1ccc2c(Nc3nc(Nc4ccc(OC(C)C)cc4)ncc3F)ncnc21,0,True,0.4,2.74,0.67,True,False
2227,CN(c1ncccc1Cn1ccc2cnc(Nc3ccc(N4CCNCC4)cc3)nc21)S(C)(=O)=O,0,True,0.41,2.85,0.53,True,False
2228,O=C1NCc2cc(-c3nc4cc5c(cc4[nH]3)OCCO5)cnc21,0,True,0.71,2.85,0.45,True,False
2229,CNC1CN(C)c2cnc(Nc3ccc(C(N)=O)cc3)nc2C1C,0,True,0.79,3.47,0.51,True,True
2230,CCc1ccc(-c2[nH]c3ncnc(N)c3c2-c2ccc(Cl)cc2)cc1,0,True,0.54,2.31,0.48,True,False
2231,O=C1Nc2ccc(F)cc2C1=Cc1c[nH]c2ccccc12,0,True,0.65,2.22,0.7,True,True
2232,COc1cnc(Nc2ccc(C(=O)O)cc2)nc1Nc1cccc(N2CCOCC2)c1,0,True,0.53,2.29,0.76,True,False
2233,CC(C)c1nc2[nH]cc(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c2cc1O,0,True,0.46,2.94,0.83,True,False
2234,COc1cnc(C(C)c2ccccc2)nc1-c1c[nH]c2nc(N)ccc12,0,True,0.59,3.14,0.49,True,False
2235,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(C=C(C#N)C#N)c4c3)cc2)CC1,0,True,0.7,2.67,0.46,True,False
2236,Cc1cc(Nc2nc(NC(C)c3ccccn3)cc3ccn(C)c23)n[nH]1,0,True,0.51,3.3,0.36,True,False
2237,C#Cc1cnc(Nc2ccc(OC)cc2)nc1NC1CC(C)(C)NC(C)(C)C1,0,True,0.68,2.76,0.61,True,True
2238,NC(=O)c1ccc(NC2CCCCC2N)nc1Nc1cnccc1N1CCOCC1,0,True,0.57,3.41,0.44,True,False
2239,CC(C)c1c(C=C2C(=O)Nc3ccccc32)[nH]c2c1C(=O)N(C)CC2,0,True,0.83,2.89,0.51,True,True
2240,Cc1[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)Nc4ccc(F)cc4)cc32)c(C)c1C(=O)N1CCN(C)CC1,0,True,0.43,2.71,0.5,True,False
2241,O=C(NCCO)c1cc(-c2ccnc3[nH]ccc23)c[nH]1,0,True,0.57,2.6,0.6,True,False
2242,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1OC1CC1,0,True,0.9,2.78,0.47,True,False
2243,Nc1nccc(-c2ccc(F)cc2F)c1-c1ccncc1,0,True,0.78,2.24,0.4,True,False
2244,Cc1ccc(F)c(NC(=O)Nc2cnc(-c3ccncc3)c(N3CCNCC3)c2)c1,0,True,0.62,2.46,0.33,True,False
2245,O=c1ccnc(NC2CCCCC2)n1CCc1ccccn1,0,True,0.92,2.43,0.05,True,False
2246,O=C1CSC(=O)N1CC=CCN1CCN(c2ccnc3[nH]ccc23)CC1,0,True,0.81,2.92,0.4,True,False
2247,CN(C)CC1CCn2c(c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,0,True,0.48,3.27,0.78,False,False
2248,C#CC(=O)NC1CCN(c2ncnc3[nH]ccc23)C1,0,True,0.76,3.33,0.57,True,True
2249,Cc1cccc(C(=O)c2ccccc2-c2ccc3[nH]ncc3c2)n1,0,True,0.58,2.23,0.68,True,False
2250,CNc1nccc(-c2cnc(C3CC3)s2)n1,0,True,0.88,2.64,0.44,True,False
2251,CC(C)CCc1cncc(C=C2C(=O)Nc3ccccc32)c1,0,True,0.86,2.36,0.48,True,False
2252,CCOC(=O)c1ccc(Nc2ccnc(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)cc1,0,True,0.53,2.21,0.53,True,False
2253,Cn1nccc1-c1ccnc(Nc2cccc(N3CCOCC3)c2)n1,0,True,0.79,2.38,0.85,True,True
2254,CC1=CC(c2ccc(C)c(-n3ncc4c(NN)ncnc43)c2)CN1,0,True,0.5,3.55,0.33,True,False
2255,CC(N)(C(=O)N1CC(F)CC1CO)c1ccc(Nc2ncc(F)c(-c3c[nH]c4ccccc34)n2)cc1,0,True,0.33,3.89,0.5,True,False
2256,CCOC(=O)c1ccnc(Nc2cccc(C(F)(F)F)c2)n1,0,True,0.88,2.12,0.55,True,True
2257,Cn1nccc1Nc1nccc(-c2ccc3c(c2)CNC3=O)n1,0,True,0.77,2.69,0.68,True,True
2258,NC1CCCC1Nc1nccc(Nc2cccc(O)c2)n1,0,True,0.69,3.12,0.6,True,True
2259,COc1cccc(Nc2ncc(C#N)c(NC(C)c3ccc(F)cc3)n2)c1,0,True,0.67,2.65,0.6,True,True
2260,O=C(c1ccc2cc[nH]c2c1)N1CC=C(c2c[nH]c3ncccc23)CC1,0,True,0.58,2.59,0.73,True,False
2261,O=C1NC(=Nc2ccc(Cl)cc2)SC1=Cc1ccccc1F,0,True,0.83,2.68,0.45,True,False
2262,Cc1cc(Nc2ncc(F)c(NC3CC(C)N(C(=O)CO)C(C)(C)C3)n2)ccc1N1CCN(C)CC1,0,True,0.56,3.72,0.59,True,False
2263,C=CCOc1nc(NC(C)C)ncc1Br,0,True,0.84,2.75,0.18,True,False
2264,COc1cc(Nc2ncc(F)c(Nc3ccc(F)cc3)n2)ccc1OC1CCN(C)CC1,0,True,0.55,2.39,0.71,True,False
2265,Nc1nccc(-c2ccc3[nH]ncc3c2)n1,0,True,0.64,2.3,0.76,True,True
2266,COc1ccc(Nc2nccc(Nc3ccc(Br)cc3)n2)cc1OC,0,True,0.62,2.01,0.73,True,True
2267,N#Cc1cc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)ccc1OC1CCOC1,0,True,0.66,3.1,0.79,True,True
2268,Cc1cc(-c2cnc3[nH]cc(C=CC(N)=O)c3c2)cc(C)n1,0,True,0.73,2.68,0.51,True,True
2269,CCN(CCO)c1cccc(-c2cnc3[nH]cc(-c4ccc(N5CCC5)nc4)c3c2)c1,0,True,0.47,2.59,0.69,True,False
2270,N#Cc1ccc(C=C2C(=O)Nc3ccccc32)cc1,0,True,0.79,2.04,0.55,True,True
2271,COc1ccc(Nc2nccc(Nc3cccc(F)c3)n2)cc1OC,0,True,0.7,2.02,0.69,True,True
2272,Nc1c[nH]c2ncnc(N3CCCC(NC4=C(F)C=CCC4)C3)c12,0,True,0.81,3.75,0.52,True,True
2273,COc1ccc2ncnc(Nc3cccc(C)c3)c2c1,0,True,0.78,1.83,0.44,True,False
2274,COc1ccccc1C(=O)Nc1n[nH]c2c1CN(C(=O)OC(C)(C)C)C2,0,True,0.88,2.38,0.46,True,False
2275,c1ccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0,True,0.73,2.04,0.69,True,True
2276,CC(C)c1cc(C(F)(F)F)cc(C(C)C)c1-c1ccc2c(N)n[nH]c2c1,0,True,0.59,2.66,0.63,True,False
2277,O=C(C1CC1)N1CCCC(c2cc(NCc3cccnc3)n3ncc(Br)c3n2)C1,0,True,0.64,3.1,0.67,True,True
